rental_id,customer_id,rental_date,rental_status,return_date,extract_rental_year,extract_rental_month
SCPT-77369-441,460,2015-12-17,Late,2016-01-06,2015,12
GwsA-94081-352,671,2021-11-07,Late,2021-11-19,2021,11
rfGC-03937-427,237,2018-04-18,Late,2018-04-29,2018,4
XYmV-28781-613,963,2019-02-05,Late,2019-02-12,2019,2
eKyY-70818-961,1,2019-09-20,Late,2019-09-28,2019,9
gebB-57311-376,251,2018-04-06,Late,2018-05-05,2018,4
VyUT-17947-081,200,2022-05-28,Late,2022-06-16,2022,5
PdMG-07643-968,564,2017-05-05,Late,2017-05-21,2017,5
GLeT-82645-751,239,2016-10-03,Late,2016-10-11,2016,10
DPrg-59060-750,838,2018-01-01,Late,2018-01-30,2018,1
IiwS-86222-951,397,2019-12-28,Late,2020-01-09,2019,12
Mbmc-19274-334,673,2019-07-15,Late,2019-08-01,2019,7
dobx-14584-689,823,2015-04-16,Late,2015-05-06,2015,4
jDAV-51735-981,349,2018-06-22,Late,2018-07-20,2018,6
pykv-96559-463,521,2022-09-24,Late,2022-10-14,2022,9
JOjA-98788-114,812,2020-01-30,Late,2020-02-11,2020,1
mrEL-52947-601,768,2017-03-11,Late,2017-03-15,2017,3
rHFN-41130-749,412,2019-08-06,Late,2019-08-27,2019,8
Tkkm-30925-631,723,2017-05-13,Late,2017-06-01,2017,5
oKXQ-90309-737,29,2022-12-01,Late,2022-12-08,2022,12
MNCk-46305-732,608,2021-11-07,Late,2021-11-18,2021,11
Whpf-17877-306,745,2019-01-12,Late,2019-01-14,2019,1
ABcf-71967-356,471,2020-10-29,Late,2020-10-30,2020,10
BHWF-57672-302,555,2018-01-18,Late,2018-02-07,2018,1
FzjH-78874-819,67,2020-04-08,Late,2020-04-18,2020,4
PNKm-03718-833,940,2020-07-18,Late,2020-07-21,2020,7
DuOQ-76368-525,148,2016-11-17,Late,2016-11-21,2016,11
OnIu-20788-559,324,2022-09-13,Late,2022-10-05,2022,9
YOfg-98995-336,406,2019-01-10,Late,2019-01-19,2019,1
QkHu-54339-510,936,2016-09-26,Late,2016-10-01,2016,9
aGLH-38529-361,912,2016-06-27,Late,2016-07-25,2016,6
mgbP-74779-240,678,2020-09-06,Late,2020-09-11,2020,9
jWKt-19706-351,718,2021-03-12,Late,2021-04-06,2021,3
